posicion;cliente_id;cliente;empresa;ventas;frecuencia_egresos;ticket_promedio
307;1232;GYE LA REFORMA SUMINISTROS;COALSE;3026.71778884;65;46.5648890590769
308;1690;COL. INTISANA EVENTOS;TECFOOD;3022.4092707678;39;77.4976736094308
309;1298;GYE LA FABRIL AGENCIA EVENTOS;COALSE;3022.1646745231;47;64.301376053683
310;1050;HOSP. VOZANDES EVENTOS;TECFOOD;2958.9986076873;76;38.9341922064118
311;710;COL. SEK UIO EVENTOS;TECFOOD;2952.2501877031;20;147.612509385155
312;1909;CLUB DEPORTIVO IDV PROFESIONAL RETAIL;TECFOOD;2903.19929935;80;36.289991241875
313;1127;INAEXPO PL STO. DGO. EVENTOS;TECFOOD;2891.1851115766;46;62.8518502516652
314;755;COL. MENOR EVENTOS;TECFOOD;2842.8521731867;29;98.0293852823
315;1984;GYE PROMARISCO RETAIL;COALSE;2808.68837162;34;82.6084815182353
316;1342;GYE CALBAQ S.A. SUMINISTROS;COALSE;2601.77857799;68;38.2614496763235
317;608;ARCA STO. DOMINGO EVENTOS;TECFOOD;2499.8676862278;45;55.5526152495067
318;2120;GYE PICA SUMINISTROS;COALSE;2313.84999086;27;85.6981478096296
319;1537;PETROECUADOR SHUSHUFINDI RETAIL;TECFOOD;2271.70391788;33;68.8395126630303
320;869;GYE BANALIGHT S.A. EVENTOS;COALSE;2238.3928292206;12;186.532735768383
321;1255;GYE TELCONET EVENTOS;COALSE;2195.4758910462;26;84.4413804248539
322;580;AVON EVENTOS;TECFOOD;2155.9794679195;60;35.9329911319917
323;2008;CCDC JACKUP RIG HOTELERIA;TECFOOD;2138.89849335;39;54.8435511115385
324;1437;PARDALIS HOTELERÍA;TECFOOD;2129.95468159;35;60.8558480454286
325;901;NATUFLOR EVENTOS;TECFOOD;2092.2631413088;11;190.205740118982
326;1908;CLUB DEPORTIVO IDV FORMATIVA RETAIL;TECFOOD;2021.858065;84;24.0697388690476
327;336;GYE HOSP. L.V. DIETA LÍQUIDA;COALSE;1967.6517784924;118;16.6750150719695
328;1414;PLUSPETROL BAEZA HOTELERÍA;TECFOOD;1964.4744352076;49;40.0913150042367
329;1383;COL. LICEO INTERNACIONAL EVENTOS;TECFOOD;1928.9177529182;24;80.3715730382583
330;1769;GYE GRAFIMPAC SUMINISTROS;COALSE;1877.63901598;53;35.4271512449057
331;1078;IMPRENTA MARISCAL PCP SGQ;TECFOOD;1875.5347607679;26;72.1359523372269
332;1501;GYE MARBELIZE S.A. RETAIL;COALSE;1808.16323387;19;95.1664859931579
333;1664;GYE PRODUBANCO SUMINISTROS;COALSE;1798.474898045;65;27.6688445853077
334;1717;GYE PRONACA CD EVENTOS;COALSE;1797.346609296;13;138.257431484308
335;836;ECOFROZ EVENTOS;TECFOOD;1794.1616010181;31;57.8761806780032
336;1710;DANEC RETAIL;TECFOOD;1768.20603381;35;50.5201723945714
337;935;GH 100 SUMINISTROS COMEDOR UIO;TECFOOD;1751.2217712516;58;30.1934788146828
338;1435;OCP AMAZONAS HOTELERÍA;TECFOOD;1733.77318474;34;50.9933289629412
339;1418;PLUSPETROL SARAYACU HOTELERÍA;TECFOOD;1712.20817551;37;46.2758966354054
340;704;GYE BIMBO S.A. EVENTOS;COALSE;1710.5182502633;29;58.9833879401138
341;1343;GYE CALBAQ S.A. EVENTOS;COALSE;1703.3325906579;17;100.196034744582
342;1836;GYE LATAMFIBERHOME SUMINISTROS;COALSE;1662.43840446;51;32.59683146
343;1403;ORION EL ENO HOTELERÍA;TECFOOD;1659.67311535;33;50.2931247075758
344;2122;OCP CUARTO DE CONTROL RETAIL;TECFOOD;1643.92697024;48;34.2484785466667
345;1401;OCP BALAO HOTELERÍA;TECFOOD;1628.223344;34;47.8889218823529
346;1162;GYE LETERAGO SUMINISTROS;COALSE;1591.77071749;52;30.6109753363462
347;1022;GYE INPROEL S.A. SUMINISTROS;COALSE;1588.98546095;44;36.1133059306818
348;1386;GYE PLANTABAL S.A. RETAIL;COALSE;1585.46851498;8;198.1835643725
349;699;GYE PROMARISCO EVENTOS;COALSE;1576.385013677;82;19.2242074838659
350;1617;GYE AUTOMOTORES Y ANEXOS EVENTOS;COALSE;1524.7792387265;8;190.597404840813
351;581;CONFITECA C.A. EVENTOS;TECFOOD;1519.3503939453;41;37.0573266815927
352;1436;ORION TETETES HOTELERÍA;TECFOOD;1502.944156;34;44.204239882353
353;1012;GYE DURAGAS S.A. SUMINISTROS;COALSE;1499.4132057;65;23.0678954723077
354;575;FV SANITARIOS EVENTOS;TECFOOD;1497.4734664724;41;36.5237430846927
355;1219;GYE PROMESA S.A. SUMINISTROS;COALSE;1492.24777308;66;22.6098147436364
356;2025;GYE YILPORT RETAIL;COALSE;1486.2612953;5;297.25225906
357;1158;GYE PROMAPLAST S.A. SUMINISTROS;COALSE;1479.2703841;66;22.4131876378788
358;1337;CRANSA S.A. EVENTOS;TECFOOD;1442.9340280979;51;28.292824080351
359;1301;GYE MABE EVENTOS;COALSE;1437.3991878725;17;84.5528934042647
360;1858;GYE LA FABRIL MANTA RETAIL;COALSE;1423.4398923;62;22.9587079403226
361;1408;OCP SARDINAS HOTELERÍA;TECFOOD;1407.30607767;35;40.2087450762857
362;964;HUMANA SUMINISTROS;TECFOOD;1396.299988424;96;14.5447915460833
363;1376;COL. LA CONDAMINE EVENTOS;TECFOOD;1367.1408867458;21;65.1019469878952
364;577;FV GRIFERIA EVENTOS;TECFOOD;1338.4541820141;35;38.2415480575457
365;658;CPP EVENTOS;TECFOOD;1321.5861044475;6;220.26435074125
366;686;GYE CLÍNICA ADMINISTRACIÓN EVENTOS;COALSE;1318.1370203278;20;65.90685101639
367;1438;PETROBELL INDUSTRIALES HOTELERÍA;TECFOOD;1315.63182398;34;38.6950536464706
368;1299;GYE INDURAMA PCP GYE SUMINISTROS;COALSE;1301.75177211;48;27.119828585625
369;1457;GYE GRUPO FAMILIA EVENTOS;COALSE;1290.737653848;6;215.122942308
370;2068;ENAP SIPEC - QUIMIPAC RETAIL;TECFOOD;1290.6432;32;40.3326
371;1916;GYE OMARSA PUERTO INCA 1 RETAIL;COALSE;1264.1777998;7;180.596828542857
372;1605;GYE AUTOMOTORES Y ANEXOS SUMINISTROS;COALSE;1260.18496619;64;19.6903900967188
373;744;COL. SEK VALLES EVENTOS;TECFOOD;1246.4507340368;22;56.6568515471273
374;847;COL. LICEO ORTEGA EVENTOS;TECFOOD;1243.55123841;18;69.0861799116667
375;1997;FLORASINTESIS SUMINISTROS;TECFOOD;1229.3254349454;90;13.6591714993933
376;1404;OCP CAYAGAMA HOTELERÍA;TECFOOD;1211.40970604;34;35.6296972364706
377;1496;PLUSPETROL OFICINAS QUITO HOTELERÍA;TECFOOD;1190.06177131;11;108.187433755455
378;1500;GYE ASISERVY RETAIL;COALSE;1173.00516336;20;58.650258168
379;834;COL. HIGHLANDS EVENTOS;TECFOOD;1171.2188584818;10;117.12188584818
380;2062;GYE TERMINAL PORTUARIO EVENTO;COALSE;1163.9819684902;8;145.497746061275
381;1696;COL. LOS PINOS EVENTOS;TECFOOD;1157.2736447503;27;42.8619868426037
382;1319;MAXIPAN SUMINISTROS;TECFOOD;1132.689213659;70;16.1812744808429
383;1283;PLUSPETROL BAEZA COFFEE POINTS;TECFOOD;1068.23560029;65;16.4343938506154
384;570;ARCA SUR EVENTOS;TECFOOD;1067.670251508;23;46.4204457177391
385;1253;GYE GRAIMAN EVENTOS;COALSE;1052.0292990908;21;50.0966332900381
386;945;COL. MONTEBELLO A. EVENTOS;TECFOOD;1048.48949552;16;65.53059347
387;2074;DIPOR AMAGUAÑA EVENTO;TECFOOD;1021.5612664821;23;44.4157072383522
388;1282;GYE SOLUBLES INSTANTÁNEOS SUMINISTROS;COALSE;1016.89150506;65;15.6444846932308
389;851;JABONERÍA WILSON EVENTOS;TECFOOD;989.58032556;46;21.5126157730435
390;1902;HOSP. SOLCA ADMINISTRACION EVENTOS;TECFOOD;981.7205862185;9;109.080065135389
391;1131;JURIS PLANTA SANGOLQUÍ EVENTOS;TECFOOD;978.4651010441;12;81.5387584203417
392;628;LETERAGO EVENTOS;TECFOOD;937.94031213;20;46.8970156065
393;566;ARCA NORTE EVENTOS;TECFOOD;929.6331831853;43;21.6193763531465
394;1786;GYE EXPOSYNERGY EVENTOS;COALSE;907.56895754;13;69.8129967338462
395;2073;ENAP SIPEC RETAIL;TECFOOD;885.1073209394;37;23.9218194848487
396;1808;GYE LOTERÍA NACIONAL SUMINISTROS;COALSE;866.6018522;39;22.2205603128205
397;662;GYE OMARSA ISLA PUNÁ EVENTOS;COALSE;866.12768005;6;144.354613341667
398;1536;PETROECUADOR SHUSHUFINDI HOTELERÍA;TECFOOD;850.65029514;34;25.0191263276471
399;1921;CLUB DEPORTIVO IDV FORMATIVA EVENTOS;TECFOOD;839.2902993194;6;139.881716553233
400;1406;OCP PÁRAMO HOTELERÍA;TECFOOD;802.7132173;33;24.3246429484848
401;1130;SUKASA EVENTOS;TECFOOD;777.9897090682;18;43.2216505037889
402;1416;PLUSPETROL K1 HOTELERÍA;TECFOOD;771.73492652;9;85.7483251688889
403;1839;GYE INTEROC SUMINISTROS;COALSE;760.20716033;32;23.7564737603125
404;951;FV SALAS DE VENTA SUMINISTROS;TECFOOD;756.61651009;34;22.2534267673529
405;926;FESA SUMINISTROS;TECFOOD;756.3211179262;72;10.5044599711972
406;1279;GYE TESALIA EVENTOS;COALSE;755.9405984049;11;68.7218725822637
407;2060;GYE TERMINAL PORTUARIO SUMINISTROS;COALSE;729.08461099;47;15.5124385317021
408;703;COL. TERRANOVA EVENTOS;TECFOOD;717.2317147782;30;23.90772382594
409;1833;GYE BANCO DE MIRO SUMINISTROS;COALSE;701.7285727;40;17.5432143175
410;669;PANAVIAL GUAYLLABAMBA EVENTOS;TECFOOD;697.1494553597;11;63.3772232145182
411;2044;ENAP SIPEC EVENTOS;TECFOOD;681.6162191885;6;113.602703198083
412;2061;DIPOR AMAGUAÑA PCP SGQ;TECFOOD;671.2720349333;10;67.12720349333
413;1812;GYE COL. JOSÉ DOMINGO SANTISTEVAN SUMINISTROS;COALSE;650.53852494;54;12.0470097211111
414;1748;CLUB DEPORTIVO U. CATÓLICA FORMATIVA EVENTOS;TECFOOD;647.3798776453;4;161.844969411325
415;444;ENIGAS BEATERIO RETAIL;TECFOOD;644.3;32;20.134375
416;1923;GYE JBG OFICINA CENTRAL PCP GYE SUMINISTROS;COALSE;633.70914765;30;21.123638255
417;1742;GYE RANSA EVENTOS;COALSE;626.6741946667;14;44.7624424761929
418;1407;OCP PEDRO VICENTE M. HOTELERÍA;TECFOOD;613.89322894;33;18.6028251193939
419;144;PANAVIAL IBARRA RETAIL;TECFOOD;608;28;21.7142857142857
420;780;GYE COL. SEK EVENTOS;COALSE;592.29279148;5;118.458558296
421;1656;TELEVICENTRO RETAIL;TECFOOD;588.9738300664;41;14.3652153674732
422;1322;GYE IPAC S.A. EVENTOS;COALSE;588.177572525;15;39.2118381683333
423;1859;GYE LA FABRIL MANTA MULTIUSOS RETAIL;COALSE;588.1060153;42;14.0025241738095
424;1811;GYE COL. SANTA LUISA DE MARILLAC SUMINISTROS;COALSE;575.44943037;49;11.7438659259184
425;2005;PLUSPETROL OFICINAS QUITO EVENTOS;TECFOOD;570.09511059;11;51.8268282354546
426;1116;LOGIKARD SUMINISTROS;TECFOOD;546.6226203616;68;8.03856794649412
427;1705;COL. INTISANA CORTESIAS;TECFOOD;539.3948496095;15;35.9596566406333
428;767;GYE ECUASAL EVENTOS;COALSE;528.0841122;3;176.0280374
429;136;PANAVIAL AMBUQUÍ RETAIL;TECFOOD;520;30;17.3333333333333
430;1145;JURIS PLANTA CARCELÉN SUMINISTROS;TECFOOD;516.195444188;63;8.1935784791746
431;2118;GYE ALMACENES DE PRATI S.A. SUMINISTROS;COALSE;514.92899572;31;16.6106127651613
432;1285;PLUSPETROL SARAYACU COFFEE POINTS;TECFOOD;498.8274;66;7.55799090909091
433;1739;GYE ACCIONA S.A. SUMINISTROS;COALSE;497.6661221;42;11.8491933833333
434;1932;GYE LABORATORIOS SIEGFRIED SUMINISTROS;COALSE;480.14146666;31;15.4884344083871
435;1967;GYE CEMENTERIO PATRIMONIAL JBG SUMINISTROS;COALSE;476.30881398;65;7.32782790738462
436;1017;GYE GH 100 COMEDOR (TRÉBOL VERDE) SUMINISTROS;COALSE;469.204;33;14.218303030303
437;806;GYE COL. MENOR SAM EVENTOS;COALSE;445.31207033;5;89.062414066
438;812;BIMBO EVENTOS;TECFOOD;444.2841808179;19;23.3833779377842
439;1333;ECOFROZ AGUA CLARA EVENTOS;TECFOOD;444.23167086;10;44.423167086
440;583;GYE PRODUBANCO EVENTOS;COALSE;434.81373915;6;72.468956525
441;739;GYE MARBELIZE S.A. EVENTOS;COALSE;432.7467170551;21;20.6069865264333
442;1925;CORPFRUT PCP SGQ RETAIL;TECFOOD;430.0176908;8;53.75221135
443;2046;TESSA PICASSO EVENTOS;TECFOOD;411.7446843548;8;51.46808554435
444;1740;I.E.P.E.S.A. EVENTOS;TECFOOD;406.23555314;15;27.0823702093333
445;1665;PETROECUADOR SHUSHUFINDI RETAIL LAGO AGRIO;TECFOOD;405.68115409;10;40.568115409
446;146;PANAVIAL PIFO RETAIL;TECFOOD;404;15;26.9333333333333
447;2020;GYE EL UNIVERSO PCP SUMINISTROS;COALSE;400.98799995;34;11.7937647044118
448;2064;GYE TESALIA ADMINISTRACIÓN SUMINISTROS;COALSE;392.41221654;20;19.620610827
449;1081;GYE PRONACA INCUBADORA INCA SUMINISTROS;COALSE;372.30217153;31;12.0097474687097
450;1230;GYE SANTA PRISCILA 2 EVENTOS;COALSE;370.4402720501;3;123.480090683367
451;1291;GYE SOLUBLES INSTANTANEOS EVENTOS;COALSE;351.3254484271;7;50.1893497753
452;1616;GYE PRONACA PL AVES BUCAY RETAIL;COALSE;350.069422;5;70.0138844
453;1623;BATERIAS ECUADOR PCP SGQ;TECFOOD;348.121472429;7;49.7316389184286
454;593;PANAVIAL PIFO EVENTOS;TECFOOD;345.2470550154;10;34.52470550154
455;670;PANAVIAL IBARRA EVENTOS;TECFOOD;335.8007827261;11;30.5273438841909
456;1372;INDUFRANCE SUMINISTROS;TECFOOD;326.2180185262;67;4.86892564964478
457;1608;GYE HORMIPISOS DURAN SUMINISTROS;COALSE;319.82199928;55;5.81494544145455
458;777;GYE PICA S.A. EVENTOS;COALSE;318.390265286;6;53.0650442143333
459;1492;GYE SWISSGAS SUMINISTROS;COALSE;315.69026595;32;9.8653208109375
460;1851;GYE LINDE SUMINISTROS;COALSE;305.16743262;49;6.22790678816327
461;2024;GYE EXPOCULTIVOS GRANCOMAR RETAIL;COALSE;303.19598737;3;101.065329123333
462;594;AYMESA EVENTOS;TECFOOD;290.957071883;6;48.4928453138333
463;2037;GYE GRUPO DUREXPORTA SUMINISTROS;COALSE;283.31115784;25;11.3324463136
464;1679;COL. JULIO VERNE EVENTOS;TECFOOD;282.1947;4;70.548675
465;509;PANAVIAL MINA COLIBRÍ RETAIL;TECFOOD;276;12;23
466;1077;GYE KUBIEC S.A. PETRILLO EVENTOS;COALSE;274.503360033;3;91.501120011
467;1497;PLUSPETROL OFICINAS QUITO RETAIL;TECFOOD;265.86967216;8;33.23370902
468;762;PETROBELL OFICINAS RETAIL EVENTOS;TECFOOD;264.9102316;3;88.3034105333334
469;1147;GYE JURIS SUMINISTROS;COALSE;263.99868948;31;8.51608675741936
470;1155;GYE PROEXPO EVENTOS;COALSE;259.5864234;1;259.5864234
471;1303;GYE INDURAMA PCP GYE EVENTOS;COALSE;255.37024952;5;51.074049904
472;2134;GYE AGRISON V2 S.A. SUMINISTROS;COALSE;251.56284634;26;9.67549409
473;1988;GYE GRUPO DIFARE PCP GYE;COALSE;249.0296;1;249.0296
474;529;OCP QUININDE RETAIL;TECFOOD;244.5007147;4;61.125178675
475;588;GYE PRONACA PL DURÁN EVENTOS;COALSE;244.06080287;7;34.8658289814286
476;2051;GYE SEGUROS CÓNDOR SUMINISTROS;COALSE;212.85149117;36;5.91254142138889
477;2059;OMARSA CAMAREXPO EVENTOS GYE;COALSE;183.78646436;4;45.94661609
478;2110;OCP CUARTO DE CONTROL SUMINISTROS;TECFOOD;170.461221196;33;5.16549155139394
479;1945;GYE JBG OFICINA CENTRAL EVENTOS;COALSE;149.76701361;5;29.953402722
480;2076;JABONERÍA WILSON NNUU SUMINISTROS;TECFOOD;137.64583936;47;2.92863488
481;1446;GYE HOSP. NEUROCIENCIAS EVENTOS;COALSE;133.459005392;14;9.53278609942857
482;1799;GYE LOTERÍA NACIONAL EVENTOS;COALSE;133.237426175;4;33.30935654375
483;1370;GYE HOSPC. CORAZON DE JESÚS EVENTOS;COALSE;133.105209;6;22.1842015
484;1762;GYE PRONACA PL AVES EN PIE EVENTOS;COALSE;124.0616024198;3;41.3538674732667
485;1969;GYE CEMENTERIO PATRIMONIAL JBG EVENTOS;COALSE;119.7374432697;8;14.9671804087125
486;132;PANAVIAL AMAGUAÑA RETAIL;TECFOOD;117;22;5.31818181818182
487;1009;COL. VICTORIA'S A. EVENTOS;TECFOOD;114.9382;6;19.1563666666667
488;2088;JABONERÍA WILSON NNUU EVENTO;TECFOOD;109.90891222;13;8.45453170923077
489;1867;CORPFRUT EVENTOS;TECFOOD;97.26;5;19.452
490;599;GYE AJE BIG COLA EVENTOS;COALSE;94.6904;1;94.6904
491;1197;GYE AJE BIG COLA PCP GYE SUMINISTROS;COALSE;93;6;15.5
492;1901;GYE LATAMFIBERHOME EVENTOS;COALSE;88.6218488933;4;22.155462223325
493;2031;GYE ECUAVISA EVENTOS;COALSE;87.9824733576;2;43.9912366788
494;611;GYE MOLINOS CHAMPIONS S.A. EVENTOS;COALSE;85.63524436;2;42.81762218
495;674;PANAVIAL AMBUQUÍ EVENTOS;TECFOOD;75.2232115533;2;37.61160577665
496;586;GYE HOSP. R.G. EVENTOS;COALSE;74.62507481;3;24.8750249366667
497;1972;GYE COL. SANTA LUISA DE MARILLAC EVENTOS;COALSE;72.590650935;3;24.196883645
498;681;PANAVIAL AMBATO EVENTOS;TECFOOD;70.1865403;2;35.09327015
499;876;EL ORDEÑO PCP SGQ;TECFOOD;69.2023019906;6;11.5337169984333
500;705;PARDALIS EVENTOS;TECFOOD;68.4809;3;22.8269666666667
501;2001;GYE BANCO DE MIRO EVENTOS;COALSE;63.8964426305;3;21.2988142101667
502;1221;GYE PROMESA S.A. EVENTOS;COALSE;47.798755828;5;9.5597511656
503;1879;GYE COL. JOSÉ DOMINGO SANTISTEVAN EVENTOS;COALSE;47.7165866604;3;15.9055288868
504;1993;GYE GRAFIMPAC S.A. EVENTOS;COALSE;46.2617761203;11;4.20561601093636
505;1132;JURIS PLANTA CARCELÉN EVENTOS;TECFOOD;41.0113566;4;10.25283915
506;1065;SUKASA PCP SGQ;TECFOOD;40.98841405;5;8.19768281
507;855;COL. WILLIAM SHAKESPEARE EVENTOS;TECFOOD;34.46018817;2;17.230094085
508;653;ENIGAS BEATERIO EVENTOS;TECFOOD;31.95119562;2;15.97559781
509;142;PANAVIAL GUAYLLABAMBA RETAIL;TECFOOD;31;17;1.82352941176471
510;1899;GYE EXPOTUNA EVENTOS;COALSE;28.3379;3;9.44596666666667
511;1840;CORPFRUT PCP SGQ;TECFOOD;26.25105409;4;6.5627635225
512;67;HUMANA PCP UIO;TECFOOD;23.77070301;1;23.77070301
513;782;ALPINA MACHACHI EVENTOS;TECFOOD;17.4944;2;8.7472
514;604;GYE PROMAPLAST S.A. PCP GYE;COALSE;12.0716349591;1;12.0716349591
515;1341;GYE CALBAQ S.A. PCP GYE;COALSE;11.6289099606;1;11.6289099606
516;1933;GYE LABORATORIOS SIEGFRIED EVENTOS;COALSE;9.3161799195;3;3.1053933065
517;1737;FV SALAS DE VENTA EVENTOS;TECFOOD;8.62919999;1;8.62919999
518;1716;GYE RANSA PCP GYE SUMINISTROS;COALSE;6.28;1;6.28
519;1256;GYE HEINEKEN EVENTOS;COALSE;5.92;3;1.97333333333333
520;198;GYE LETERAGO PCP GYE;COALSE;5.90299998;1;5.90299998
521;1810;GYE COL. JOSÉ DOMINGO SANTISTEVAN PCP GYE;COALSE;5.8439699802;1;5.8439699802
522;1809;GYE COL. SANTA LUISA DE MARILLAC PCP GYE;COALSE;5.7849399804;1;5.7849399804
523;1832;GYE BANCO DE MIRO PCP GYE;COALSE;4.8948732;1;4.8948732
524;1491;GYE SWISSGAS PCP GYE;COALSE;2.6858649909;1;2.6858649909
