cliente_id;cliente;empresa;segmento;recencia_dias;frecuencia_egresos;ventas;ticket_promedio;productos_diferentes;dias_activos;cluster;componente_1;componente_2
1436;ORION TETETES HOTELERÍA;TECFOOD;Clientes por reactivar;4;34;1502.944156;44.204239882353;21;32;2;0.63330152698429;-0.999309219735732
1285;PLUSPETROL SARAYACU COFFEE POINTS;TECFOOD;Clientes por reactivar;4;66;498.8274;7.55799090909091;23;32;2;1.01762847880731;-1.99110215814977
1418;PLUSPETROL SARAYACU HOTELERÍA;TECFOOD;Clientes por reactivar;4;37;1712.20817551;46.2758966354054;26;32;2;0.511781158717003;-0.946431621236848
1414;PLUSPETROL BAEZA HOTELERÍA;TECFOOD;Clientes por reactivar;4;49;1964.4744352076;40.0913150042367;41;32;2;0.30393623894265;-0.974471815123109
1283;PLUSPETROL BAEZA COFFEE POINTS;TECFOOD;Clientes por reactivar;4;65;1068.23560029;16.4343938506154;32;32;2;0.610657122824219;-1.52190637794347
2074;DIPOR AMAGUAÑA EVENTO;TECFOOD;Clientes por reactivar;58;23;1021.5612664821;44.4157072383522;48;8;2;1.78449136737369;0.64215194673778
2068;ENAP SIPEC - QUIMIPAC RETAIL;TECFOOD;Clientes por reactivar;2;32;1290.6432;40.3326;3;32;2;1.05648374008201;-1.49855856476462
1833;GYE BANCO DE MIRO SUMINISTROS;COALSE;Clientes por reactivar;3;40;701.7285727;17.5432143175;35;32;2;0.744909135594385;-1.55415544564112
2020;GYE EL UNIVERSO PCP SUMINISTROS;COALSE;Clientes por reactivar;10;34;400.98799995;11.7937647044118;9;18;2;1.8570938462772;-1.31836542761537
1256;GYE HEINEKEN EVENTOS;COALSE;Clientes por reactivar;220;3;5.92;1.97333333333333;3;1;2;5.66978350259539;-0.186877961006027
1299;GYE INDURAMA PCP GYE SUMINISTROS;COALSE;Clientes por reactivar;3;48;1301.75177211;27.119828585625;35;32;2;0.46670861504851;-1.3118381067655
2051;GYE SEGUROS CÓNDOR SUMINISTROS;COALSE;Clientes por reactivar;3;36;212.85149117;5.91254142138889;20;18;2;1.62489940264719;-2.00520472205756
1022;GYE INPROEL S.A. SUMINISTROS;COALSE;Clientes por reactivar;3;44;1588.98546095;36.1133059306818;30;32;2;0.430962963512437;-1.1665563724735
1147;GYE JURIS SUMINISTROS;COALSE;Clientes por reactivar;3;31;263.99868948;8.51608675741936;21;31;2;1.3297011750814;-2.00231677684989
1836;GYE LATAMFIBERHOME SUMINISTROS;COALSE;Clientes por reactivar;3;51;1662.43840446;32.59683146;33;32;2;0.373382047132296;-1.21602348135725
1664;GYE PRODUBANCO SUMINISTROS;COALSE;Clientes por reactivar;3;65;1798.474898045;27.6688445853077;39;32;2;0.273337245892676;-1.29307756108381
1219;GYE PROMESA S.A. SUMINISTROS;COALSE;Clientes por reactivar;3;66;1492.24777308;22.6098147436364;33;32;2;0.398657967308729;-1.43082754716029
1081;GYE PRONACA INCUBADORA INCA SUMINISTROS;COALSE;Clientes por reactivar;3;31;372.30217153;12.0097474687097;18;31;2;1.22956106663362;-1.83579613717224
1255;GYE TELCONET EVENTOS;COALSE;Clientes por reactivar;170;26;2195.4758910462;84.4413804248539;77;6;2;1.69839809595963;1.61328019765063
1437;PARDALIS HOTELERÍA;TECFOOD;Clientes por reactivar;4;35;2129.95468159;60.8558480454286;25;32;2;0.432278600276159;-0.791940831779649
1705;COL. INTISANA CORTESIAS;TECFOOD;Clientes por reactivar;32;15;539.3948496095;35.9596566406333;19;9;2;2.1474983750668;0.123869094117831
1811;GYE COL. SANTA LUISA DE MARILLAC SUMINISTROS;COALSE;Clientes por reactivar;2;49;575.44943037;11.7438659259184;28;32;2;0.795391488833996;-1.93107890539166
2060;GYE TERMINAL PORTUARIO SUMINISTROS;COALSE;Clientes por reactivar;0;47;729.08461099;15.5124385317021;33;32;2;0.358088018300941;-2.20906310948892
1500;GYE ASISERVY RETAIL;COALSE;Clientes por reactivar;4;20;1173.00516336;58.650258168;10;19;2;1.17855318304641;-0.729021546364111
704;GYE BIMBO S.A. EVENTOS;COALSE;Clientes por reactivar;3;29;1710.5182502633;58.9833879401138;39;12;2;0.73101552381171;-0.482504566695025
1501;GYE MARBELIZE S.A. RETAIL;COALSE;Clientes por reactivar;4;19;1808.16323387;95.1664859931579;7;16;2;1.15103757107173;-0.42873022504429
509;PANAVIAL MINA COLIBRÍ RETAIL;TECFOOD;Clientes por reactivar;13;12;276;23;1;12;2;2.77498895345626;-0.901881780408571
1416;PLUSPETROL K1 HOTELERÍA;TECFOOD;Clientes por reactivar;27;9;771.73492652;85.7483251688889;10;9;2;2.14901953373362;0.483978592110833
1439;PLUSPETROL CPF HOTELERÍA;TECFOOD;Clientes por reactivar;6;34;4290.13730244;126.180508895294;29;29;2;0.217860358188685;-0.171250904521162
703;COL. TERRANOVA EVENTOS;TECFOOD;Clientes por reactivar;4;30;717.2317147782;23.90772382594;108;13;2;0.84455043825886;-0.799091146078192
576;ECUAJUGOS FABRICA EVENTOS;TECFOOD;Clientes por reactivar;54;39;4087.8570100926;104.816846412631;134;13;2;0.657706509821229;1.07119134044796
1909;CLUB DEPORTIVO IDV PROFESIONAL RETAIL;TECFOOD;Clientes por reactivar;12;80;2903.19929935;36.289991241875;22;19;2;0.728649005612618;-0.53971178728167
702;COL. EINSTEIN EVENTOS;TECFOOD;Clientes por reactivar;48;38;3299.5424509583;86.8300644989026;116;11;2;0.82472580168399;0.953371020253485
1690;COL. INTISANA EVENTOS;TECFOOD;Clientes por reactivar;46;39;3022.4092707678;77.4976736094308;94;13;2;0.847731374863915;0.781580488933736
710;COL. SEK UIO EVENTOS;TECFOOD;Clientes por reactivar;58;20;2952.2501877031;147.612509385155;134;6;2;1.14244513955175;1.57957584472466
1665;PETROECUADOR SHUSHUFINDI RETAIL LAGO AGRIO;TECFOOD;Clientes por reactivar;19;10;405.68115409;40.568115409;20;6;2;2.28859258812905;0.135576079678938
1497;PLUSPETROL OFICINAS QUITO RETAIL;TECFOOD;Clientes por reactivar;18;8;265.86967216;33.23370902;11;6;2;2.62905736904772;-0.0747294235372903
580;AVON EVENTOS;TECFOOD;Clientes por reactivar;9;60;2155.9794679195;35.9329911319917;118;27;2;0.200974359273573;-0.548028983978246
836;ECOFROZ EVENTOS;TECFOOD;Clientes por reactivar;5;31;1794.1616010181;57.8761806780032;72;13;2;0.611890111287222;-0.271966246222828
1197;GYE AJE BIG COLA PCP GYE SUMINISTROS;COALSE;Clientes por reactivar;3;6;93;15.5;1;6;2;3.1852991653044;-1.3971642498425
146;PANAVIAL PIFO RETAIL;TECFOOD;Clientes por reactivar;10;15;404;26.9333333333333;1;14;2;2.4753473923561;-0.970658816994417
1386;GYE PLANTABAL S.A. RETAIL;COALSE;Clientes por reactivar;86;8;1585.46851498;198.1835643725;9;5;2;2.3789228928119;1.62626486148138
583;GYE PRODUBANCO EVENTOS;COALSE;Clientes por reactivar;137;6;434.81373915;72.468956525;12;3;2;3.16443063000435;1.42483544246986
1337;CRANSA S.A. EVENTOS;TECFOOD;Clientes por reactivar;17;51;1442.9340280979;28.292824080351;94;22;2;0.688644207831077;-0.393528530858614
2076;JABONERÍA WILSON NNUU SUMINISTROS;TECFOOD;Clientes por reactivar;6;47;137.64583936;2.92863488;22;29;2;1.7027126156639;-2.28742562300545
1656;TELEVICENTRO RETAIL;TECFOOD;Clientes por reactivar;6;41;588.9738300664;14.3652153674732;100;18;2;0.892422221116236;-1.08057314871627
1383;COL. LICEO INTERNACIONAL EVENTOS;TECFOOD;Clientes por reactivar;47;24;1928.9177529182;80.3715730382583;95;6;2;1.35813035174923;1.08864560412087
755;COL. MENOR EVENTOS;TECFOOD;Clientes por reactivar;6;29;2842.8521731867;98.0293852823;108;11;2;0.404918993430386;0.214062190751229
569;ECUAJUGOS CD EVENTOS;TECFOOD;Clientes por reactivar;19;44;4538.1118561925;103.138905822557;130;14;2;0.311958928618536;0.609332647082738
1617;GYE AUTOMOTORES Y ANEXOS EVENTOS;COALSE;Clientes por reactivar;154;8;1524.7792387265;190.597404840813;22;4;2;2.38505860226765;2.02777947891635
1343;GYE CALBAQ S.A. EVENTOS;COALSE;Clientes por reactivar;3;17;1703.3325906579;100.196034744582;41;6;2;1.00320576339357;0.0799030238913599
1322;GYE IPAC S.A. EVENTOS;COALSE;Clientes por reactivar;11;15;588.177572525;39.2118381683333;34;6;2;1.81999726994088;-0.0316011853867322
577;FV GRIFERIA EVENTOS;TECFOOD;Clientes por reactivar;2;35;1338.4541820141;38.2415480575457;67;15;2;0.50963722702489;-0.861993996208101
1913;GYE OMARSA PUERTO INCA 2 RETAIL;COALSE;Clientes por reactivar;4;11;6306.926;573.356909090909;22;8;2;0.58918602924638;1.02136601747029
1496;PLUSPETROL OFICINAS QUITO HOTELERÍA;TECFOOD;Clientes por reactivar;18;11;1190.06177131;108.187433755455;20;7;2;1.74978359902689;0.630695464762141
1376;COL. LA CONDAMINE EVENTOS;TECFOOD;Clientes por reactivar;66;21;1367.1408867458;65.1019469878952;64;7;2;1.66487900215468;1.00211608717932
1737;FV SALAS DE VENTA EVENTOS;TECFOOD;Clientes por reactivar;206;1;8.62919999;8.62919999;3;1;2;5.52334074156023;0.479040825482964
756;GYE DURAGAS S.A. EVENTOS;COALSE;Clientes por reactivar;38;39;8833.791292654;226.50746904241;117;8;2;0.445569575694986;1.52932345609841
2006;GYE GRUPO GRUPASA EVENTOS;COALSE;Clientes por reactivar;28;31;6885.8198601737;222.123221295926;44;13;2;0.590405225700668;1.09786763046392
1298;GYE LA FABRIL AGENCIA EVENTOS;COALSE;Clientes por reactivar;12;47;3022.1646745231;64.301376053683;88;19;2;0.363278889525747;-0.00903367671455293
1716;GYE RANSA PCP GYE SUMINISTROS;COALSE;Clientes por reactivar;206;1;6.28;6.28;2;1;2;5.72847101378937;0.274860194590298
744;COL. SEK VALLES EVENTOS;TECFOOD;Clientes por reactivar;2;22;1246.4507340368;56.6568515471273;91;9;2;0.675538456913387;-0.403436668919519
575;FV SANITARIOS EVENTOS;TECFOOD;Clientes por reactivar;23;41;1497.4734664724;36.5237430846927;109;16;2;0.846582675669497;0.0129367482294783
1259;GYE PLANTABAL S.A. EVENTOS;COALSE;Clientes por reactivar;9;17;4474.0599901177;263.179999418688;77;8;2;0.55006335238846;1.01363032421358
1902;HOSP. SOLCA ADMINISTRACION EVENTOS;TECFOOD;Clientes por reactivar;82;9;981.7205862185;109.080065135389;30;2;2;2.52264088261968;1.67816703402436
608;ARCA STO. DOMINGO EVENTOS;TECFOOD;Clientes por reactivar;20;45;2499.8676862278;55.5526152495067;102;16;2;0.601167782301468;0.188284349356091
1901;GYE LATAMFIBERHOME EVENTOS;COALSE;Clientes por reactivar;202;4;88.6218488933;22.155462223325;10;1;2;4.29017372824281;1.14763602955614
1276;PLUSPETROL ARCHIDONA RETAIL;TECFOOD;Clientes por reactivar;19;10;3265.87830077;326.587830077;34;9;2;1.09166338370672;1.28497781111257
1988;GYE GRUPO DIFARE PCP GYE;COALSE;Clientes por reactivar;199;1;249.0296;249.0296;1;1;2;4.28883081854224;2.28241075697121
847;COL. LICEO ORTEGA EVENTOS;TECFOOD;Clientes por reactivar;0;18;1243.55123841;69.0861799116667;49;8;2;0.611701345541982;-0.783748325781592
1786;GYE EXPOSYNERGY EVENTOS;COALSE;Clientes por reactivar;11;13;907.56895754;69.8129967338462;35;8;2;1.53205471817477;0.212305995297631
1457;GYE GRUPO FAMILIA EVENTOS;COALSE;Clientes por reactivar;74;6;1290.737653848;215.122942308;45;2;2;2.27870891276099;2.09200825469745
1740;I.E.P.E.S.A. EVENTOS;TECFOOD;Clientes por reactivar;2;15;406.23555314;27.0823702093333;56;6;2;1.46521211187698;-0.750413423670713
581;CONFITECA C.A. EVENTOS;TECFOOD;Clientes por reactivar;32;41;1519.3503939453;37.0573266815927;122;13;2;0.971969900084373;0.242908981314474
653;ENIGAS BEATERIO EVENTOS;TECFOOD;Clientes por reactivar;195;2;31.95119562;15.97559781;7;1;2;4.80456465922588;0.901491569734655
1446;GYE HOSP. NEUROCIENCIAS EVENTOS;COALSE;Clientes por reactivar;55;14;133.459005392;9.53278609942857;37;6;2;2.84409123647731;-0.17500884271306
2088;JABONERÍA WILSON NNUU EVENTO;TECFOOD;Clientes por reactivar;6;13;109.90891222;8.45453170923077;32;5;2;2.47219791506306;-1.06040438881567
1717;GYE PRONACA CD EVENTOS;COALSE;Clientes por reactivar;54;13;1797.346609296;138.257431484308;42;5;2;1.75684598138699;1.42072190664579
1799;GYE LOTERÍA NACIONAL EVENTOS;COALSE;Clientes por reactivar;38;4;133.237426175;33.30935654375;7;2;2;3.60058426430548;0.497197492830554
1230;GYE SANTA PRISCILA 2 EVENTOS;COALSE;Clientes por reactivar;192;3;370.4402720501;123.480090683367;13;1;2;3.59323961625905;2.1504210626372
618;GYE OMARSA PLANTA EVENTOS;COALSE;Clientes por reactivar;9;23;4570.86951876;198.733457337391;57;11;2;0.491329027839825;0.692137447772169
851;JABONERÍA WILSON EVENTOS;TECFOOD;Clientes por reactivar;9;46;989.58032556;21.5126157730435;70;17;2;0.882178256462877;-0.737010308108243
945;COL. MONTEBELLO A. EVENTOS;TECFOOD;Clientes por reactivar;6;16;1048.48949552;65.53059347;73;6;2;1.20541308474774;0.144424402244686
1127;INAEXPO PL STO. DGO. EVENTOS;TECFOOD;Clientes por reactivar;6;46;2891.1851115766;62.8518502516652;106;14;2;0.279929012487154;-0.142732113312928
1710;DANEC RETAIL;TECFOOD;Clientes por reactivar;5;35;1768.20603381;50.5201723945714;13;33;2;0.728108286966055;-0.92132774440402
1064;GYE OMARSA BRISAS EVENTOS;COALSE;Clientes por reactivar;9;18;3248.01582326;180.445323514444;51;9;2;0.760624428312422;0.69517530085188
1623;BATERIAS ECUADOR PCP SGQ;TECFOOD;Clientes por reactivar;9;7;348.121472429;49.7316389184286;9;5;2;2.46048237434796;-0.0734848624078528
834;COL. HIGHLANDS EVENTOS;TECFOOD;Clientes por reactivar;53;10;1171.2188584818;117.12188584818;159;3;2;1.73708767424348;1.65745257656443
1840;CORPFRUT PCP SGQ;TECFOOD;Clientes por reactivar;54;4;26.25105409;6.5627635225;5;3;2;4.33710553179274;-0.407214987195426
1065;SUKASA PCP SGQ;TECFOOD;Clientes por reactivar;54;5;40.98841405;8.19768281;6;3;2;4.10313730280382;-0.270051883135702
2061;DIPOR AMAGUAÑA PCP SGQ;TECFOOD;Clientes por reactivar;54;10;671.2720349333;67.12720349333;13;6;2;2.46003915195235;0.789701947638315
876;EL ORDEÑO PCP SGQ;TECFOOD;Clientes por reactivar;54;6;69.2023019906;11.5337169984333;5;4;2;3.83371708049109;-0.193725167816414
2031;GYE ECUAVISA EVENTOS;COALSE;Clientes por reactivar;185;2;87.9824733576;43.9912366788;3;1;2;4.56008225095222;1.35841946464266
1078;IMPRENTA MARISCAL PCP SGQ;TECFOOD;Clientes por reactivar;4;26;1875.5347607679;72.1359523372269;49;14;2;0.637149765813038;-0.294688883716917
670;PANAVIAL IBARRA EVENTOS;TECFOOD;Clientes por reactivar;23;11;335.8007827261;30.5273438841909;17;4;2;2.59316689149165;0.153755211855499
674;PANAVIAL AMBUQUÍ EVENTOS;TECFOOD;Clientes por reactivar;184;2;75.2232115533;37.61160577665;8;1;2;4.39250633059824;1.37847686699621
593;PANAVIAL PIFO EVENTOS;TECFOOD;Clientes por reactivar;19;10;345.2470550154;34.52470550154;22;2;2;2.6722394098733;0.379396655246333
1341;GYE CALBAQ S.A. PCP GYE;COALSE;Clientes por reactivar;177;1;11.6289099606;11.6289099606;1;1;2;5.56351875213621;0.479836626947956
1810;GYE COL. JOSÉ DOMINGO SANTISTEVAN PCP GYE;COALSE;Clientes por reactivar;177;1;5.8439699802;5.8439699802;1;1;2;5.83151577200555;0.119868926154147
1809;GYE COL. SANTA LUISA DE MARILLAC PCP GYE;COALSE;Clientes por reactivar;177;1;5.7849399804;5.7849399804;1;1;2;5.83530527887366;0.114778943903153
198;GYE LETERAGO PCP GYE;COALSE;Clientes por reactivar;177;1;5.90299998;5.90299998;1;1;2;5.82775881010583;0.124915194719637
604;GYE PROMAPLAST S.A. PCP GYE;COALSE;Clientes por reactivar;177;1;12.0716349591;12.0716349591;1;1;2;5.54844563755001;0.50008250283135
1491;GYE SWISSGAS PCP GYE;COALSE;Clientes por reactivar;177;1;2.6858649909;2.6858649909;1;1;2;6.10224345264984;-0.243766538114352
806;GYE COL. MENOR SAM EVENTOS;COALSE;Clientes por reactivar;175;5;445.31207033;89.062414066;17;1;2;3.40988179003399;1.95672388518446
780;GYE COL. SEK EVENTOS;COALSE;Clientes por reactivar;159;5;592.29279148;118.458558296;21;2;2;3.03959269065324;1.95622563024971
632;GYE PRONACA PL AVES BUCAY EVENTOS;COALSE;Clientes por reactivar;6;22;6591.1757037472;299.598895624873;67;6;2;0.409182741441204;1.01374253262199
566;ARCA NORTE EVENTOS;TECFOOD;Clientes por reactivar;16;43;929.6331831853;21.6193763531465;77;16;2;1.05315691479851;-0.477906241246219
1130;SUKASA EVENTOS;TECFOOD;Clientes por reactivar;19;18;777.9897090682;43.2216505037889;36;7;2;1.75550896870665;0.189312686092034
681;PANAVIAL AMBATO EVENTOS;TECFOOD;Clientes por reactivar;173;2;70.1865403;35.09327015;6;1;2;4.47798978929284;1.27854171126528
1925;CORPFRUT PCP SGQ RETAIL;TECFOOD;Clientes por reactivar;19;8;430.0176908;53.75221135;5;8;2;2.53413450535422;0.0313691032990188
2024;GYE EXPOCULTIVOS GRANCOMAR RETAIL;COALSE;Clientes por reactivar;12;3;303.19598737;101.065329123333;7;3;2;2.83623699029984;0.573437949453617
1077;GYE KUBIEC S.A. PETRILLO EVENTOS;COALSE;Clientes por reactivar;59;3;274.503360033;91.501120011;4;2;2;3.54217857742893;1.19406956898614
570;ARCA SUR EVENTOS;TECFOOD;Clientes por reactivar;30;23;1067.670251508;46.4204457177391;70;11;2;1.3697878186851;0.342390613449186
1696;COL. LOS PINOS EVENTOS;TECFOOD;Clientes por reactivar;44;27;1157.2736447503;42.8619868426037;68;11;2;1.43225388136932;0.443414210841399
1301;GYE MABE EVENTOS;COALSE;Clientes por reactivar;25;17;1437.3991878725;84.5528934042647;51;7;2;1.46604864608376;0.735096480219862
588;GYE PRONACA PL DURÁN EVENTOS;COALSE;Clientes por reactivar;32;7;244.06080287;34.8658289814286;8;3;2;3.12829721434423;0.357091289468399
1921;CLUB DEPORTIVO IDV FORMATIVA EVENTOS;TECFOOD;Clientes por reactivar;0;6;839.2902993194;139.881716553233;13;3;2;1.53012151807497;-0.223187704957782
1762;GYE PRONACA PL AVES EN PIE EVENTOS;COALSE;Clientes por reactivar;159;3;124.0616024198;41.3538674732667;12;1;2;4.03761465945517;1.42791683451167
2025;GYE YILPORT RETAIL;COALSE;Clientes por reactivar;2;5;1486.2612953;297.25225906;8;4;2;1.61948356186626;0.527638104578362
782;ALPINA MACHACHI EVENTOS;TECFOOD;Clientes por reactivar;158;2;17.4944;8.7472;3;1;2;5.19458318606976;0.390463434274311
869;GYE BANALIGHT S.A. EVENTOS;COALSE;Clientes por reactivar;3;12;2238.3928292206;186.532735768383;62;5;2;0.849726530462359;0.564101725028957
767;GYE ECUASAL EVENTOS;COALSE;Clientes por reactivar;56;3;528.0841122;176.0280374;4;2;2;3.24377424767933;1.55456938240189
812;BIMBO EVENTOS;TECFOOD;Clientes por reactivar;3;19;444.2841808179;23.3833779377842;51;10;2;1.33293572912433;-0.904804091997802
1042;FERRERO EVENTOS;TECFOOD;Clientes por reactivar;55;28;3648.6696729525;130.309631176875;63;11;2;1.0120659572856;1.16863185876008
1221;GYE PROMESA S.A. EVENTOS;COALSE;Clientes por reactivar;128;5;47.798755828;9.5597511656;10;3;2;4.14001924450085;0.228149562904793
628;LETERAGO EVENTOS;TECFOOD;Clientes por reactivar;13;20;937.94031213;46.8970156065;36;7;2;1.57166449477889;0.0865339701084605
762;PETROBELL OFICINAS RETAIL EVENTOS;TECFOOD;Clientes por reactivar;144;3;264.9102316;88.3034105333334;26;1;2;3.4728907972592;1.92756654468997
2046;TESSA PICASSO EVENTOS;TECFOOD;Clientes por reactivar;103;8;411.7446843548;51.46808554435;29;3;2;2.85961864713221;1.22227293228509
1933;GYE LABORATORIOS SIEGFRIED EVENTOS;COALSE;Clientes por reactivar;137;3;9.3161799195;3.1053933065;6;1;2;5.22661746245344;-0.107004218455022
1333;ECOFROZ AGUA CLARA EVENTOS;TECFOOD;Clientes por reactivar;12;10;444.23167086;44.423167086;25;3;2;2.29678240124338;0.252929012036495
1899;GYE EXPOTUNA EVENTOS;COALSE;Clientes por reactivar;136;3;28.3379;9.44596666666667;10;1;2;4.665506115358;0.512795613272245
1155;GYE PROEXPO EVENTOS;COALSE;Clientes por reactivar;131;1;259.5864234;259.5864234;3;1;2;3.95935335317774;2.23057592484345
1742;GYE RANSA EVENTOS;COALSE;Clientes por reactivar;25;14;626.6741946667;44.7624424761929;25;4;2;2.22594676830487;0.453709079637987
594;AYMESA EVENTOS;TECFOOD;Clientes por reactivar;123;6;290.957071883;48.4928453138333;13;2;2;3.40370862643064;1.26807110815188
2073;ENAP SIPEC RETAIL;TECFOOD;Clientes por reactivar;2;37;885.1073209394;23.9218194848487;32;14;2;0.916804899416953;-1.20701262244196
1748;CLUB DEPORTIVO U. CATÓLICA FORMATIVA EVENTOS;TECFOOD;Clientes por reactivar;116;4;647.3798776453;161.844969411325;18;1;2;3.12595327549157;2.14408809726365
1009;COL. VICTORIA'S A. EVENTOS;TECFOOD;Clientes por reactivar;80;6;114.9382;19.1563666666667;6;2;2;3.88610969765241;0.465197003280784
2110;OCP CUARTO DE CONTROL SUMINISTROS;TECFOOD;Clientes por reactivar;6;33;170.461221196;5.16549155139394;24;17;2;1.84485658722912;-1.79578077653556
662;GYE OMARSA ISLA PUNÁ EVENTOS;COALSE;Clientes por reactivar;54;6;866.12768005;144.354613341667;13;2;2;2.7113703674557;1.56545038535043
658;CPP EVENTOS;TECFOOD;Clientes por reactivar;97;6;1321.5861044475;220.26435074125;44;2;2;2.34677801774463;2.21360657536004
2119;GYE PICA PCP GYE;COALSE;Clientes por reactivar;109;5;3126.9578883901;625.39157767802;28;1;2;2.29618886598862;2.96845715717891
2120;GYE PICA SUMINISTROS;COALSE;Clientes por reactivar;3;27;2313.84999086;85.6981478096296;39;17;2;0.474214878995297;-0.388393482799899
2044;ENAP SIPEC EVENTOS;TECFOOD;Clientes por reactivar;107;6;681.6162191885;113.602703198083;58;1;2;2.74634512930489;2.05946503974443
2122;OCP CUARTO DE CONTROL RETAIL;TECFOOD;Clientes por reactivar;6;48;1643.92697024;34.2484785466667;42;17;2;0.709641058140249;-0.690135512230968
2118;GYE ALMACENES DE PRATI S.A. SUMINISTROS;COALSE;Clientes por reactivar;3;31;514.92899572;16.6106127651613;37;15;2;1.17226733486359;-1.29472988655194
1131;JURIS PLANTA SANGOLQUÍ EVENTOS;TECFOOD;Clientes por reactivar;44;12;978.4651010441;81.5387584203417;40;2;2;2.26391647782889;1.28949689430786
1916;GYE OMARSA PUERTO INCA 1 RETAIL;COALSE;Clientes por reactivar;4;7;1264.1777998;180.596828542857;20;5;2;1.50013739847462;0.492693779709223
901;NATUFLOR EVENTOS;TECFOOD;Clientes por reactivar;10;11;2092.2631413088;190.205740118982;48;4;2;1.30180373779819;1.03089460178291
686;GYE CLÍNICA ADMINISTRACIÓN EVENTOS;COALSE;Clientes por reactivar;52;20;1318.1370203278;65.90685101639;71;6;2;1.64501975554908;0.978336309339781
2059;OMARSA CAMAREXPO EVENTOS GYE;COALSE;Clientes por reactivar;55;4;183.78646436;45.94661609;17;2;2;3.32638026928565;0.944303324745234
2134;GYE AGRISON V2 S.A. SUMINISTROS;COALSE;Clientes por reactivar;5;26;251.56284634;9.67549409;24;13;2;1.7702563805108;-1.42787627777668
1616;GYE PRONACA PL AVES BUCAY RETAIL;COALSE;Clientes por reactivar;13;5;350.069422;70.0138844;4;5;2;2.75968192630512;0.170621019946876
529;OCP QUININDE RETAIL;TECFOOD;Clientes por reactivar;83;4;244.5007147;61.125178675;29;1;2;3.3282076261347;1.50307464687753
1993;GYE GRAFIMPAC S.A. EVENTOS;COALSE;Clientes por reactivar;25;11;46.2617761203;4.20561601093636;22;4;2;3.36213008581555;-0.854177121436904
2001;GYE BANCO DE MIRO EVENTOS;COALSE;Clientes por reactivar;79;3;63.8964426305;21.2988142101667;24;1;2;3.94605069724492;0.852881071325048
1969;GYE CEMENTERIO PATRIMONIAL JBG EVENTOS;COALSE;Clientes por reactivar;9;8;119.7374432697;14.9671804087125;16;3;2;2.92003066479719;-0.52973952080298
1679;COL. JULIO VERNE EVENTOS;TECFOOD;Clientes por reactivar;67;4;282.1947;70.548675;14;1;2;3.40868015618296;1.40265864630286
67;HUMANA PCP UIO;TECFOOD;Clientes por reactivar;67;1;23.77070301;23.77070301;5;1;2;4.69347657141207;0.629181961083065
777;GYE PICA S.A. EVENTOS;COALSE;Clientes por reactivar;53;6;318.390265286;53.0650442143333;18;2;2;3.05299725192849;1.01802757643191
2126;GYE OMARSA ISLA PUNÁ 2 RETAIL;COALSE;Clientes por reactivar;7;16;9227.01720538;576.68857533625;60;5;2;0.411070734521531;1.50320447869057
2005;PLUSPETROL OFICINAS QUITO EVENTOS;TECFOOD;Clientes por reactivar;20;11;570.09511059;51.8268282354546;42;3;2;2.16825261040759;0.6088847345179
599;GYE AJE BIG COLA EVENTOS;COALSE;Clientes por reactivar;61;1;94.6904;94.6904;1;1;2;4.39353486292781;1.23282502722365
2062;GYE TERMINAL PORTUARIO EVENTO;COALSE;Clientes por reactivar;35;8;1163.9819684902;145.497746061275;13;4;2;2.25235993257417;1.19631365434823
855;COL. WILLIAM SHAKESPEARE EVENTOS;TECFOOD;Clientes por reactivar;55;2;34.46018817;17.230094085;6;1;2;4.47398334154889;0.406071262489438
1253;GYE GRAIMAN EVENTOS;COALSE;Clientes por reactivar;5;21;1052.0292990908;50.0966332900381;24;7;2;1.40335119478459;-0.281678449829143
611;GYE MOLINOS CHAMPIONS S.A. EVENTOS;COALSE;Clientes por reactivar;53;2;85.63524436;42.81762218;4;1;2;4.17436338840015;0.861366471336207
1945;GYE JBG OFICINA CENTRAL EVENTOS;COALSE;Clientes por reactivar;39;5;149.76701361;29.953402722;16;2;2;3.33476501986789;0.550625505795985
1832;GYE BANCO DE MIRO PCP GYE;COALSE;Clientes por reactivar;31;1;4.8948732;4.8948732;1;1;2;5.43460274981994;-0.678822680836714
1291;GYE SOLUBLES INSTANTANEOS EVENTOS;COALSE;Clientes por reactivar;23;7;351.3254484271;50.1893497753;29;2;2;2.65465830794269;0.711694844835824
2137;GYE CONTECON S.A. EVENTOS;COALSE;Clientes por reactivar;17;5;3316.5241184133;663.30482368266;33;2;2;1.57424344535097;2.1200763070582
1867;CORPFRUT EVENTOS;TECFOOD;Clientes por reactivar;2;5;97.26;19.452;10;5;2;2.66768907776018;-1.09274379280805
705;PARDALIS EVENTOS;TECFOOD;Clientes por reactivar;21;3;68.4809;22.8269666666667;14;1;2;3.71596157426997;0.286404609020506
1132;JURIS PLANTA CARCELÉN EVENTOS;TECFOOD;Clientes por reactivar;18;4;41.0113566;10.25283915;7;2;2;3.90321878509478;-0.460604348777123
586;GYE HOSP. R.G. EVENTOS;COALSE;Clientes por reactivar;11;3;74.62507481;24.8750249366667;11;1;2;3.58041908952365;0.0530532430724419
1879;GYE COL. JOSÉ DOMINGO SANTISTEVAN EVENTOS;COALSE;Clientes por reactivar;10;3;47.7165866604;15.9055288868;11;1;2;3.74579009267203;-0.234549179080967
