cliente_id;cliente;empresa;segmento;recencia_dias;frecuencia_egresos;ventas;ticket_promedio;productos_diferentes;dias_activos;cluster;componente_1;componente_2
1611;GYE HORMIPISOS CUENCA;COALSE;Clientes estrategicos;5;114;3525.4178450036;30.9247179386281;148;32;1;-0.330987825974214;-0.89323030133811
1295;GYE INDURAMA;COALSE;Clientes estrategicos;5;145;136178.088909793;939.159233860639;316;33;1;-2.16900788458067;1.184626304377
1297;GYE INDURAMA TRANSPORTADOS;COALSE;Clientes estrategicos;5;131;26354.872474506;201.182232629817;248;32;1;-1.36240300085677;0.261708964205453
811;GYE INPROEL S.A. EVENTOS;COALSE;Clientes estrategicos;23;52;19527.4648207515;375.528169629837;168;13;1;-0.332994184488592;1.4985040714008
1912;GYE OMARSA CHONGON LANGUA RETAIL;COALSE;Clientes estrategicos;5;32;12150.18646414;379.693327004375;53;14;1;-0.164246488321121;0.757398809667597
1907;GYE OMARSA OCEAN PRODUCT-ARENILLA;COALSE;Clientes estrategicos;5;133;47277.0193303666;355.466310754636;290;32;1;-1.66349395078934;0.616340997553649
1059;GYE OMARSA BRISAS;COALSE;Clientes estrategicos;5;168;331189.156290634;1971.36402553949;366;38;1;-2.6660855188373;1.58415200692043
206;GYE OMARSA CHONGON LANGUA;COALSE;Clientes estrategicos;5;141;100310.866844479;711.424587549497;289;32;1;-1.9956396465399;1.02139812059702
207;GYE OMARSA CHONGON VIGSA;COALSE;Clientes estrategicos;5;143;97852.7128164513;684.284705010149;300;32;1;-1.99657925235442;1.00337184496262
208;GYE OMARSA ISLA PUNÁ;COALSE;Clientes estrategicos;5;153;353642.422820628;2311.38838444855;368;32;1;-2.62211166037786;1.7446050641106
1854;GYE OMARSA PUERTO INCA 5 TAURA;COALSE;Clientes estrategicos;5;138;36648.4017883402;265.568128901016;286;32;1;-1.55113906395818;0.442636909878599
1699;GYE PRONACA CD;COALSE;Clientes estrategicos;5;147;54301.2899432479;369.396530226176;307;35;1;-1.78292938007219;0.61094858698818
1634;GYE PRONACA PL AVES EN PIE;COALSE;Clientes estrategicos;5;139;16065.4519575967;115.578791061847;265;36;1;-1.21624480891305;-0.0982769863437465
1999;GYE YILPORT;COALSE;Clientes estrategicos;5;172;204330.045190583;1187.96537901502;405;32;1;-2.41863514171182;1.36396695571297
1890;HOSP. SOLCA DIETA GENERAL/BLANDA/LIQUIDA;TECFOOD;Clientes estrategicos;5;305;130638.354519105;428.322473833131;286;62;1;-2.42712907380951;0.45535583751265
1039;HOSP. VOZANDES ADMINISTRACIÓN;TECFOOD;Clientes estrategicos;3;302;60837.1491106673;201.447513611481;372;65;1;-2.29603736778911;-0.135829149702624
1040;HOSP. VOZANDES PACIENTES;TECFOOD;Clientes estrategicos;3;310;59718.5068920967;192.640344813215;318;65;1;-2.24498283260679;-0.18432389863786
1041;HOSP. VOZANDES CAFETERIA MENU;TECFOOD;Clientes estrategicos;3;261;22418.1375586692;85.893247351223;275;65;1;-1.76311271681834;-0.671455852167019
1618;INPROLAC-DULAC´S;TECFOOD;Clientes estrategicos;5;138;22920.752706346;166.092410915551;316;32;1;-1.37500771966;0.181727989072558
135;PANAVIAL AMBUQUÍ;TECFOOD;Clientes estrategicos;5;166;26821.3355297991;161.574310420477;351;37;1;-1.54461699437344;0.12149711447709
141;PANAVIAL GUAYLLABAMBA;TECFOOD;Clientes estrategicos;4;207;34941.4522598499;168.799286279468;411;50;1;-1.88967732850583;-0.0247748704006247
133;PANAVIAL AMBATO;TECFOOD;Clientes estrategicos;5;170;73138.2364776935;430.224920457021;488;34;1;-2.04584869696753;0.771449441759717
1535;PETROECUADOR SHUSHUFINDI;TECFOOD;Clientes estrategicos;5;159;17207.3913841705;108.222587321827;301;32;1;-1.24717800464175;-0.0787177285896478
1531;PETROECUADOR NPF;TECFOOD;Clientes estrategicos;5;211;173068.009132621;820.227531434221;494;32;1;-2.41870828387207;1.16874219103576
1532;PETROECUADOR NPF HOTELERÍA;TECFOOD;Clientes estrategicos;5;37;8434.1697653;227.950534197297;25;32;1;-0.121397604288081;0.0525004410019991
1533;PETROECUADOR NPF RETAIL;TECFOOD;Clientes estrategicos;5;36;24426.3095791;678.508599419445;27;32;1;-0.60526173922655;0.702894278397765
1527;PETROECUADOR SPF;TECFOOD;Clientes estrategicos;5;214;191407.332631908;894.426787999568;552;34;1;-2.51934633034092;1.2120717005866
1528;PETROECUADOR SPF RETAIL;TECFOOD;Clientes estrategicos;5;39;22814.31554536;584.982449881026;25;33;1;-0.571675371678421;0.592355191888181
1529;PETROECUADOR SPF HOTELERÍA;TECFOOD;Clientes estrategicos;5;46;7103.41114574;154.42198142913;37;32;1;-0.171282661073879;-0.12778542094159
1068;POFASA;TECFOOD;Clientes estrategicos;47;231;52522.7425984111;227.371180079702;369;51;1;-1.44362853984585;1.06145821255701
543;ALPINA MACHACHI;TECFOOD;Clientes estrategicos;4;142;13694.3464080261;96.4390592114514;330;35;1;-1.24944860590758;-0.239146962540841
1805;GRUPO SUR ATLÁNTIDA;TECFOOD;Clientes estrategicos;4;154;28656.5867053728;186.08173185307;365;32;1;-1.57132243355741;0.189787013798053
706;GH 112 SUMINISTROS PCP SGQ;TECFOOD;Clientes estrategicos;4;37;7939.5185929;214.581583591892;54;32;1;-0.359744310620092;0.0453695169756795
1960;GYE EXPOCULTIVOS CHURUTE;COALSE;Clientes estrategicos;4;137;39296.3293728553;286.834520969747;275;32;1;-1.61889851481097;0.406998575328294
81;GYE HOSP. L.V. ADMINISTRACION;COALSE;Clientes estrategicos;4;162;209573.900132989;1293.66605020363;324;32;1;-2.41022214490039;1.30917768031249
195;GYE HOSP. L.V. DIABÉTICA;COALSE;Clientes estrategicos;4;136;20646.8086456434;151.81476945326;183;32;1;-1.22091251032017;-0.0213338538335336
196;GYE HOSP. L.V. DIETA GENERAL;COALSE;Clientes estrategicos;4;153;61387.8106281898;401.227520445685;265;32;1;-1.81153043033476;0.595818884691766
197;GYE HOSP. L.V. DIETA HIPERPROTÉICA;COALSE;Clientes estrategicos;4;134;8571.6158572693;63.9672825169351;143;32;1;-0.766956581173031;-0.558416709274387
339;GYE HOSP. L.V. DIETA ASTRINGENTE;COALSE;Clientes estrategicos;4;123;50556.1135876894;411.025313721052;180;32;1;-1.59930743199768;0.562144999229432
769;GYE HOSP. L.V. DIETA CREMOSITO;COALSE;Clientes estrategicos;4;116;5606.9377610675;48.3356703540302;56;32;1;-0.304981458260686;-0.845396526649003
1815;GYE HOSP. L.V. CLÍNICA PRIVADA;COALSE;Clientes estrategicos;4;139;13095.1166993143;94.2094726569374;127;32;1;-0.919958664102349;-0.350578558263572
720;GYE MARBELIZE S.A.;COALSE;Clientes estrategicos;4;206;249396.813519899;1210.66414330048;344;46;1;-2.66390208957937;1.13719530047667
1958;GYE OMARSA PUERTO INCA 3;COALSE;Clientes estrategicos;4;134;50584.346961184;377.495126576;276;32;1;-1.72851785355737;0.569035067313121
1845;GYE OMARSA PUERTO INCA;COALSE;Clientes estrategicos;4;159;220219.367197353;1385.02746665002;348;32;1;-2.45096780907207;1.35959357060213
1861;GYE OMARSA PUERTO INCA 1;COALSE;Clientes estrategicos;4;145;39711.371834353;273.87152989209;308;32;1;-1.66032998897453;0.394115212728472
1869;GYE OMARSA PUERTO INCA 2;COALSE;Clientes estrategicos;4;158;252046.696134297;1595.23225401454;337;32;1;-2.50030148733114;1.43829676336353
810;GYE PROMARISCO CAFETERÍA RETAIL;COALSE;Clientes estrategicos;4;133;19746.04950218;148.466537610376;30;33;1;-0.699242117083388;-0.291919249216451
216;GYE PROMARISCO;COALSE;Clientes estrategicos;4;167;316195.718169349;1893.3875339482;324;32;1;-2.59239012857538;1.5320912009924
1269;GYE TESALIA;COALSE;Clientes estrategicos;4;158;82669.0716215124;523.221972288053;368;33;1;-2.05020606469197;0.784638916362449
984;HALLIBURTON;TECFOOD;Clientes estrategicos;4;220;179602.479220183;816.374905546286;502;33;1;-2.50383122203831;1.08018063322153
985;HALLIBURTON RETAIL;TECFOOD;Clientes estrategicos;4;68;121545.80979705;1787.43837936838;17;34;1;-1.29794377728014;1.09737461130979
1398;HALLIBURTON HOTELERÍA;TECFOOD;Clientes estrategicos;4;37;10665.70055112;288.262177057297;28;32;1;-0.30438468353296;0.129575082489921
243;OCP PÁRAMO;TECFOOD;Clientes estrategicos;4;152;19279.9671674817;126.841889259748;328;34;1;-1.39056216102595;-0.0711186754624567
271;OCP PÁRAMO RETAIL;TECFOOD;Clientes estrategicos;4;126;8480.2330737425;67.3034370931945;121;32;1;-0.709720616056936;-0.550329079674398
239;OCP AMAZONAS;TECFOOD;Clientes estrategicos;4;157;32027.5738695166;203.997285793099;367;34;1;-1.64652566263552;0.221341557948414
245;OCP SARDINAS;TECFOOD;Clientes estrategicos;4;149;26684.110990674;179.087993226;379;33;1;-1.56047191378196;0.162002094247731
273;OCP SARDINAS RETAIL;TECFOOD;Clientes estrategicos;4;132;11586.1192532044;87.773630706094;135;33;1;-0.892131814022875;-0.393492677579634
241;OCP CAYAGAMA;TECFOOD;Clientes estrategicos;4;149;21384.7711835556;143.521954252051;322;32;1;-1.40521097854596;0.0214842252818732
270;OCP CAYAGAMA RETAIL;TECFOOD;Clientes estrategicos;4;136;11110.8557126928;81.6974684756824;126;32;1;-0.844579394012296;-0.43406344119663
548;ORION TETETES;TECFOOD;Clientes estrategicos;4;193;38814.2984746702;201.110354791037;478;32;1;-1.79854693456062;0.266759595071844
552;ORION TETETES RETAIL;TECFOOD;Clientes estrategicos;4;68;7668.61707199;112.773780470441;24;32;1;-0.162181972169074;-0.45419770170609
235;PLUSPETROL SARAYACU;TECFOOD;Clientes estrategicos;4;167;26496.909067434;158.664126152299;402;33;1;-1.58313867167389;0.0964462803363443
231;PLUSPETROL BAEZA;TECFOOD;Clientes estrategicos;4;175;23983.239053597;137.047080306269;421;33;1;-1.55660194597071;0.0160560868687281
1758;COL. DE LIGA RETAIL;TECFOOD;Clientes estrategicos;59;122;19963.2398890882;163.633113844985;129;30;1;-0.403469845830867;1.03051903347903
1670;DANEC EVENTOS;TECFOOD;Clientes estrategicos;3;156;9122.9865855955;58.4806832409968;178;72;1;-1.24778472973265;-0.980092098422844
2022;ENAP SIPEC;TECFOOD;Clientes estrategicos;0;301;257491.565290853;855.453705285227;624;56;1;-3.38902532262732;0.265326110009968
2023;ENAP SIPEC HOTELERIA;TECFOOD;Clientes estrategicos;2;45;14782.33510652;328.496335700444;54;33;1;-0.794539346700186;0.0672268783239898
497;GYE BANALIGHT S.A.;COALSE;Clientes estrategicos;3;170;86913.5903166968;511.256413627628;356;34;1;-2.13991723599996;0.661095855891462
1477;GYE COL. SEK COMEDOR;COALSE;Clientes estrategicos;3;91;19875.279736074;218.409667429385;250;21;1;-1.16017541212076;0.307036073972452
2014;GYE ECUAVISA;COALSE;Clientes estrategicos;3;159;69056.7592709843;434.319240698015;343;32;1;-1.99999973363987;0.584488684514649
1826;GYE EXPOTUNA SUMINISTROS;COALSE;Clientes estrategicos;3;70;3936.2405673358;56.2320081047972;38;32;1;-0.0628776322190352;-0.890376766175121
1773;GYE GRANASA;COALSE;Clientes estrategicos;3;137;19505.0976634682;142.372975645753;246;32;1;-1.34152994132139;-0.110699460130078
1321;GYE IPAC S.A. SUMINISTROS;COALSE;Clientes estrategicos;3;63;3038.07036812;48.2233391765079;35;31;1;0.0927738828414916;-0.976010503035282
1714;GYE RANSA;COALSE;Clientes estrategicos;3;151;32320.8360697336;214.045271984991;281;33;1;-1.61936080956235;0.132229793924907
1250;GYE TELCONET;COALSE;Clientes estrategicos;24;108;120519.036071768;1115.91700066452;346;22;1;-1.57792616369821;2.04650224107533
145;PANAVIAL PIFO;TECFOOD;Clientes estrategicos;3;220;67443.5639560186;306.561654345539;437;50;1;-2.25905536481622;0.239025927741902
246;PARDALIS;TECFOOD;Clientes estrategicos;4;211;67148.1093129347;318.237484895425;405;34;1;-2.02072562846767;0.487867717259921
274;PARDALIS RETAIL;TECFOOD;Clientes estrategicos;4;106;16520.62317517;155.854935614811;50;33;1;-0.747343291081922;-0.188877471296475
1990;FUNDACION SOL DE PRIMAVERA;TECFOOD;Clientes estrategicos;2;123;11756.2895960188;95.579590211535;218;30;1;-1.13053153942914;-0.452430432308251
1063;HOSP. METROPOLITANO LA ROTONDA RETAIL;TECFOOD;Clientes estrategicos;2;90;4104.4396060268;45.6048845114089;25;39;1;-0.138859311702869;-1.2665646889944
1070;HOSP. METROPOLITANO LA ROTONDA MENÚ RETAIL;TECFOOD;Clientes estrategicos;2;110;9069.2621027271;82.4478372975191;151;32;1;-0.929064919268719;-0.610158053470227
122;L.D.U. PROFESIONAL;TECFOOD;Clientes estrategicos;2;379;73513.6975084245;193.967539600065;417;85;1;-2.61297600107904;-0.368431745408417
1519;CLUB DEPORTIVO U. CATÓLICA FORMATIVA;TECFOOD;Clientes estrategicos;4;196;100440.565901142;512.451866842559;463;34;1;-2.22936990981718;0.78760419600634
233;PLUSPETROL K1;TECFOOD;Clientes estrategicos;27;62;12801.2062366526;206.471068333107;180;10;1;-0.0428562085858097;1.30943375672341
1284;PLUSPETROL CPF COFFEE POINTS;TECFOOD;Clientes estrategicos;6;90;5859.74550455;65.1082833838889;35;29;1;-0.0428168030613442;-0.554393334982055
892;PLUSPETROL CPF RETAIL;TECFOOD;Clientes estrategicos;6;52;4788.19852485;92.0807408625;28;30;1;0.135821917900192;-0.382034226028373
1072;HOSP. METROPOLITANO EVENTOS;TECFOOD;Clientes estrategicos;16;159;9992.297789489;62.8446401854654;225;42;1;-0.753483433519331;-0.104751870981784
242;OCP CHIQUILPE;TECFOOD;Clientes estrategicos;5;65;3243.566277355;49.9010196516154;181;16;1;-0.0409577933849905;-0.32273046941231
534;OCP CHIQUILPE RETAIL;TECFOOD;Clientes estrategicos;5;67;3799.5337857201;56.7094594883597;97;16;1;0.0663666623931471;-0.335214036396469
737;GYE HOSP. L.V. ADMINISTRACION EVENTOS;COALSE;Clientes estrategicos;2;87;16691.5201791993;191.8565537839;65;31;1;-0.924245571723971;-0.215183464400628
123;L.D.U. FORMATIVA;TECFOOD;Clientes estrategicos;2;385;64115.1839750662;166.532945389782;341;90;1;-2.51951764085449;-0.507435734810219
746;COL. AMERICANO EVENTOS;TECFOOD;Clientes estrategicos;0;47;5031.1857968833;107.046506316666;169;14;1;-0.619640156948753;-0.575591802037153
1050;HOSP. VOZANDES EVENTOS;TECFOOD;Clientes estrategicos;5;76;2958.9986076873;38.9341922064118;94;24;1;0.0184927247001854;-0.707178935889556
904;GPF PROVEFARMA CD EVENTOS;TECFOOD;Clientes estrategicos;4;55;4028.4417034532;73.24439460824;152;22;1;-0.242645100900442;-0.311412109097003
1894;GYE OMARSA CACHUGRAN 2 RETAIL;COALSE;Clientes estrategicos;0;28;14590.21509388;521.079110495714;37;12;1;-0.559138668527001;0.209672039478189
1863;GYE LA FABRIL MANTA EVENTOS;COALSE;Clientes estrategicos;4;109;7588.7721313481;69.6217626729184;136;34;1;-0.707125846834784;-0.533460265190155
1302;GYE INDURAMA EVENTOS;COALSE;Clientes estrategicos;5;91;15883.3150979144;174.541924152906;110;29;1;-0.842980133150326;0.112242891339495
1893;GYE OMARSA ISLA PUNÁ RETAIL;COALSE;Clientes estrategicos;5;52;31241.12536469;600.790872397885;67;19;1;-0.793018332052291;0.937313613711387
1914;GYE OMARSA PUERTO INCA RETAIL;COALSE;Clientes estrategicos;4;27;9220.44721615;341.498045042593;25;16;1;0.0787094282696506;0.47434052564144
2029;GYE EL CAFE EVENTOS;COALSE;Clientes estrategicos;18;80;10718.0126365631;133.975157957039;176;22;1;-0.378855099968698;0.604619304080772
587;AGLOMERADOS COTOPAXI EVENTOS;TECFOOD;Clientes estrategicos;5;53;7555.4830292233;142.556283570251;154;15;1;-0.322244071779065;0.293643084594858
573;ARCA CALDERÓN EVENTOS;TECFOOD;Clientes estrategicos;9;89;3936.5974390892;44.2314318998787;93;30;1;-0.0630808033936671;-0.509640809265204
2095;GYE OMARSA ISLA PUNÁ 2 - ZONA 3;COALSE;Clientes estrategicos;0;111;70351.6066833196;633.798258408285;294;27;1;-2.24398494652872;0.282449306974062
2097;GYE YILPORT CAFETERÍA RETAIL;COALSE;Clientes estrategicos;5;65;23053.47699691;354.668876875539;69;23;1;-0.758097700370489;0.557139042261975
2092;GYE LA FABRIL MANTA DETERGENTES;COALSE;Clientes estrategicos;4;189;31449.262592369;166.398214774439;274;49;1;-1.71240636478065;-0.0792567689478068
2096;GYE ECUASAL PACOA;COALSE;Clientes estrategicos;2;126;44938.66176776;356.656045775873;334;27;1;-1.79843366946627;0.414802623476593
2101;GYE OMARSA ALEJANDRINA 2;COALSE;Clientes estrategicos;0;94;99654.5316856234;1060.15459240025;307;23;1;-2.3342006807443;0.653468362568827
2102;GYE COL. LICEO PANAMERICANO COMEDOR;COALSE;Clientes estrategicos;3;163;13990.3082594902;85.8301120214123;232;41;1;-1.29058275745288;-0.51051990518486
2103;GYE COL. LICEO PANAMERICANO RETAIL;COALSE;Clientes estrategicos;3;131;25707.156296184;196.237834322015;122;31;1;-1.24544411562013;-0.00677197445917355
2105;GYE OMARSA PUERTO INCA 1 ZONA 2;COALSE;Clientes estrategicos;4;89;51111.9179578587;574.291213009648;292;20;1;-1.5367315677511;1.00593709184041
2114;GYE COL. ALEMÁN HUMBOLDT COMEDOR;COALSE;Clientes estrategicos;3;119;14559.9750589952;122.352731588195;228;31;1;-1.16915068857886;-0.194360256590851
2115;GYE COL. ALEMÁN HUMBOLDT RETAIL;COALSE;Clientes estrategicos;3;87;16400.8965370834;188.516052150384;106;20;1;-0.808917712689043;0.121689294009693
2121;GYE CONTECON S.A;COALSE;Clientes estrategicos;4;132;111854.430352511;847.38204812508;431;30;1;-2.17692824674825;1.12928384119582
2123;GYE AVICOLA FERNANDEZ S.A.;COALSE;Clientes estrategicos;5;60;20640.9646976733;344.016078294555;236;16;1;-0.916354345973821;0.841965174494451
2107;GYE HACIENDA EL ÁLAMO;COALSE;Clientes estrategicos;0;66;90194.5014091188;1366.58335468362;232;18;1;-2.09025381496221;0.861890803209715
1282;GYE SOLUBLES INSTANTÁNEOS SUMINISTROS;COALSE;Clientes por reactivar;3;65;1016.89150506;15.6444846932308;21;33;2;0.676048592217144;-1.70947258312987
669;PANAVIAL GUAYLLABAMBA EVENTOS;TECFOOD;Clientes por reactivar;109;11;697.1494553597;63.3772232145182;40;4;2;2.45126183935536;1.31957054538239
1812;GYE COL. JOSÉ DOMINGO SANTISTEVAN SUMINISTROS;COALSE;Clientes por reactivar;2;54;650.53852494;12.0470097211111;30;33;2;0.704125961551178;-1.92156154932434
1162;GYE LETERAGO SUMINISTROS;COALSE;Clientes por reactivar;2;52;1591.77071749;30.6109753363462;31;34;2;0.306819367401314;-1.40256169924869
1158;GYE PROMAPLAST S.A. SUMINISTROS;COALSE;Clientes por reactivar;2;66;1479.2703841;22.4131876378788;30;33;2;0.339485286380221;-1.57917700644758
1492;GYE SWISSGAS SUMINISTROS;COALSE;Clientes por reactivar;9;32;315.69026595;9.8653208109375;20;32;2;1.5009266420367;-1.56226708738109
144;PANAVIAL IBARRA RETAIL;TECFOOD;Clientes por reactivar;9;28;608;21.7142857142857;1;28;2;1.96506820576918;-1.39720971018802
132;PANAVIAL AMAGUAÑA RETAIL;TECFOOD;Clientes por reactivar;2;22;117;5.31818181818182;1;22;2;2.43709177299492;-2.56654651989591
1438;PETROBELL INDUSTRIALES HOTELERÍA;TECFOOD;Clientes por reactivar;2;34;1315.63182398;38.6950536464706;10;33;2;0.74060048875103;-1.39505772666325
1967;GYE CEMENTERIO PATRIMONIAL JBG SUMINISTROS;COALSE;Clientes por reactivar;0;65;476.30881398;7.32782790738462;35;33;2;0.47582927023684;-2.62916925479252
1923;GYE JBG OFICINA CENTRAL PCP GYE SUMINISTROS;COALSE;Clientes por reactivar;0;30;633.70914765;21.123638255;19;30;2;0.632422739093524;-2.07484917516395
1403;ORION EL ENO HOTELERÍA;TECFOOD;Clientes por reactivar;0;33;1659.67311535;50.2931247075758;19;33;2;0.174569183887844;-1.615538822297
444;ENIGAS BEATERIO RETAIL;TECFOOD;Clientes por reactivar;6;32;644.3;20.134375;1;32;2;1.7818805814416;-1.64004430909834
926;FESA SUMINISTROS;TECFOOD;Clientes por reactivar;6;72;756.3211179262;10.5044599711972;53;32;2;0.695003375363532;-1.56427563552318
1997;FLORASINTESIS SUMINISTROS;TECFOOD;Clientes por reactivar;6;90;1229.3254349454;13.6591714993933;78;32;2;0.361749610013869;-1.37263533629477
951;FV SALAS DE VENTA SUMINISTROS;TECFOOD;Clientes por reactivar;6;34;756.61651009;22.2534267673529;20;32;2;1.03197748593465;-1.25909485338803
935;GH 100 SUMINISTROS COMEDOR UIO;TECFOOD;Clientes por reactivar;6;58;1751.2217712516;30.1934788146828;63;32;2;0.309481235516193;-0.943476724843155
1370;GYE HOSPC. CORAZON DE JESÚS EVENTOS;COALSE;Clientes por reactivar;13;6;133.105209;22.1842015;8;3;2;3.16313643536891;-0.254433438104411
1808;GYE LOTERÍA NACIONAL SUMINISTROS;COALSE;Clientes por reactivar;6;39;866.6018522;22.2205603128205;46;32;2;0.731300450988916;-1.151470087488
739;GYE MARBELIZE S.A. EVENTOS;COALSE;Clientes por reactivar;4;21;432.7467170551;20.6069865264333;31;13;2;1.43974825278844;-1.04539886678717
1279;GYE TESALIA EVENTOS;COALSE;Clientes por reactivar;13;11;755.9405984049;68.7218725822637;30;5;2;1.86813183029034;0.404049986629394
2064;GYE TESALIA ADMINISTRACIÓN SUMINISTROS;COALSE;Clientes por reactivar;101;20;392.41221654;19.620610827;29;19;2;2.17248641554033;0.0319822577474695
964;HUMANA SUMINISTROS;TECFOOD;Clientes por reactivar;6;96;1396.299988424;14.5447915460833;58;32;2;0.386303001953469;-1.37978694783149
1372;INDUFRANCE SUMINISTROS;TECFOOD;Clientes por reactivar;6;67;326.2180185262;4.86892564964478;61;31;2;1.01618138750969;-1.93678970419111
1145;JURIS PLANTA CARCELÉN SUMINISTROS;TECFOOD;Clientes por reactivar;6;63;516.195444188;8.1935784791746;59;32;2;0.835312166410954;-1.68062026601407
1116;LOGIKARD SUMINISTROS;TECFOOD;Clientes por reactivar;6;68;546.6226203616;8.03856794649412;70;32;2;0.755730860034389;-1.66937125550611
1319;MAXIPAN SUMINISTROS;TECFOOD;Clientes por reactivar;6;70;1132.689213659;16.1812744808429;75;32;2;0.429955054856376;-1.27743465081451
1407;OCP PEDRO VICENTE M. HOTELERÍA;TECFOOD;Clientes por reactivar;6;33;613.89322894;18.6028251193939;10;32;2;1.3093614378563;-1.44917844144482
1401;OCP BALAO HOTELERÍA;TECFOOD;Clientes por reactivar;6;34;1628.223344;47.8889218823529;22;32;2;0.676554475054382;-0.807534907879464
1419;PLUSPETROL VILLANO A HOTELERÍA;TECFOOD;Clientes por reactivar;6;31;3924.0351705;126.581779693548;27;30;2;0.269853231307408;-0.189425726501864
1455;PLUSPETROL VILLANO A RETAIL;TECFOOD;Clientes por reactivar;6;52;5689.51719967;109.413792301346;6;30;2;0.469841133675299;-0.478416704623892
1908;CLUB DEPORTIVO IDV FORMATIVA RETAIL;TECFOOD;Clientes por reactivar;3;84;2021.858065;24.0697388690476;15;57;2;0.239076299666084;-1.72123264395497
2008;CCDC JACKUP RIG HOTELERIA;TECFOOD;Clientes por reactivar;4;39;2138.89849335;54.8435511115385;23;33;2;0.433544586434212;-0.877170796431582
1605;GYE AUTOMOTORES Y ANEXOS SUMINISTROS;COALSE;Clientes por reactivar;5;64;1260.18496619;19.6903900967188;32;32;2;0.591042139481825;-1.34441851256222
1608;GYE HORMIPISOS DURAN SUMINISTROS;COALSE;Clientes por reactivar;5;55;319.82199928;5.81494544145455;24;32;2;1.25375646255157;-2.0427697608977
1303;GYE INDURAMA PCP GYE EVENTOS;COALSE;Clientes por reactivar;11;5;255.37024952;51.074049904;23;2;2;2.68170392554115;0.406331675468621
1839;GYE INTEROC SUMINISTROS;COALSE;Clientes por reactivar;5;32;760.20716033;23.7564737603125;28;32;2;0.900328365123475;-1.23980939343011
1851;GYE LINDE SUMINISTROS;COALSE;Clientes por reactivar;5;49;305.16743262;6.22790678816327;24;32;2;1.28500439823933;-2.00443754652442
136;PANAVIAL AMBUQUÍ RETAIL;TECFOOD;Clientes por reactivar;5;30;520;17.3333333333333;1;30;2;1.86161081181943;-1.76286845982894
142;PANAVIAL GUAYLLABAMBA RETAIL;TECFOOD;Clientes por reactivar;26;17;31;1.82352941176471;1;17;2;3.6530418393301;-2.05553154402695
1536;PETROECUADOR SHUSHUFINDI HOTELERÍA;TECFOOD;Clientes por reactivar;5;34;850.65029514;25.0191263276471;24;32;2;0.890269139766228;-1.23230091667211
1537;PETROECUADOR SHUSHUFINDI RETAIL;TECFOOD;Clientes por reactivar;5;33;2271.70391788;68.8395126630303;21;32;2;0.505786378364247;-0.666701787745037
1739;GYE ACCIONA S.A. SUMINISTROS;COALSE;Clientes por reactivar;4;42;497.6661221;11.8491933833333;30;32;2;0.988365130109224;-1.70165870528741
1012;GYE DURAGAS S.A. SUMINISTROS;COALSE;Clientes por reactivar;4;65;1499.4132057;23.0678954723077;33;32;2;0.457994243678568;-1.32662962613629
1017;GYE GH 100 COMEDOR (TRÉBOL VERDE) SUMINISTROS;COALSE;Clientes por reactivar;4;33;469.204;14.218303030303;4;32;2;1.55916864933678;-1.84811822010745
1769;GYE GRAFIMPAC SUMINISTROS;COALSE;Clientes por reactivar;4;53;1877.63901598;35.4271512449057;41;32;2;0.317281364441478;-1.0474517980029
2037;GYE GRUPO DUREXPORTA SUMINISTROS;COALSE;Clientes por reactivar;4;25;283.31115784;11.3324463136;16;20;2;1.62337836728272;-1.62485755077013
336;GYE HOSP. L.V. DIETA LÍQUIDA;COALSE;Clientes por reactivar;4;118;1967.6517784924;16.6750150719695;43;32;2;0.216707873060648;-1.488690212412
1859;GYE LA FABRIL MANTA MULTIUSOS RETAIL;COALSE;Clientes por reactivar;4;42;588.1060153;14.0025241738095;12;19;2;1.3696901531241;-1.53834942749188
1864;GYE LA FABRIL MANTA MULTIUSOS EVENTOS;COALSE;Clientes por reactivar;32;65;3447.1375945295;53.0328860696846;117;20;2;0.431689638664829;0.277955943097386
1858;GYE LA FABRIL MANTA RETAIL;COALSE;Clientes por reactivar;4;62;1423.4398923;22.9587079403226;29;27;2;0.586153533591561;-1.28270092701549
1232;GYE LA REFORMA SUMINISTROS;COALSE;Clientes por reactivar;4;65;3026.71778884;46.5648890590769;31;32;2;0.173586495685118;-0.932608576471825
1932;GYE LABORATORIOS SIEGFRIED SUMINISTROS;COALSE;Clientes por reactivar;4;31;480.14146666;15.4884344083871;9;30;2;1.3803621780025;-1.67915552793778
699;GYE PROMARISCO EVENTOS;COALSE;Clientes por reactivar;4;82;1576.385013677;19.2242074838659;42;37;2;0.292675593229716;-1.45680305843749
1984;GYE PROMARISCO RETAIL;COALSE;Clientes por reactivar;4;34;2808.68837162;82.6084815182353;23;32;2;0.33739348027608;-0.624885482318228
1435;OCP AMAZONAS HOTELERÍA;TECFOOD;Clientes por reactivar;4;34;1733.77318474;50.9933289629412;21;32;2;0.571562057570588;-0.916797058276995
1406;OCP PÁRAMO HOTELERÍA;TECFOOD;Clientes por reactivar;4;33;802.7132173;24.3246429484848;22;32;2;0.892280742303685;-1.3347209632946
1408;OCP SARDINAS HOTELERÍA;TECFOOD;Clientes por reactivar;4;35;1407.30607767;40.2087450762857;20;32;2;0.67289727209835;-1.06100360226019
1404;OCP CAYAGAMA HOTELERÍA;TECFOOD;Clientes por reactivar;4;34;1211.40970604;35.6296972364706;21;32;2;0.726263682675513;-1.12342709173443
